license_type,APPLICATION_CLASSIFICATION,APPROVED_LICENSE_TYPE,Approved_License_Stages,commence_operations_date,application_status,lic_status,license_number,business_name,establishment_city,establishment_state,establishment_zipcode,latitude,longitude,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,EIN_TIN,APPLICATION_NUMBER,ORIGINAL_SUBMITTED_DATE,SUBMITTED_DATE,FIRST_COMPLIANCE_REVIEW_DATE,LIC_FEE_PAYMENT_SUBMITTED_DATE,PRIORITY,FEE_WAIVER_REQUEST,FEE_WAIVER_EE_OR_SE_NUMBER,APPROVED_SOCIAL_EQUITY,EE_PRIORITY_STATUS,EE_PRIORITY_NUMBER_FROM_ACCOUNT,EE_PRIORITY_NUMBER_FROM_APPLICATION,RMD_PRIORITY_STATUS,RMD_PRIORITY_NUMBER_FROM_ACCOUNT,RMD_PRIORITY_NUMBER_FROM_APPLICATION,dbe,cultivation_environment,cultivation_tier,CNB_INITIAL_DATE_OF_REVIEW,CNB_DATE_NOTICE_SENT_TO_MUNICIPALITY,CNB_60_DAY_MUNICIPAL_DEADLINE_DATE,CNB_90_DAY_REVIEW_DEADLINE_DATE,CNB_DATE_BACKGROUND_AUTHORIZATION_SENT,CNB_DATE_BACKGROUND_REPORT_RECEIVED,CNB_FINGER_PRINT_RESULTS_RECEIVED_DATE,CNB_FINAL_APPLICATION_REVIEW,CNB_APPLICATION_RECOMMENDATION,CNB_FINAL_INSPECTION_RESULT,CNB_FINAL_LICENSE_RECOMMENDATION,cnb_dt_of_final_licensure,APPLICATION_CREATED_DATE,CNB_DEEMED_COMPLETE_DATE,APPLICATION_APPROVED_DATE,LIC_START_DATE,LIC_EXPIRATION_DATE,APPLICATION_DENIED_DATE,CCCUpdateDate,ESTABLISHMENT_ADDRESS,ESTABLISHMENT_ADDRESS_2,ESTABLISHMENT_COUNTY,PMT_AMOUNT,LIC_FEE_AMOUNT,ZIP,Town,county,county_lat,county_long,Region,ID
Marijuana Cultivator,General Applicant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,APPROVED,PAYMENT_PENDING,MC282087,"Whately Cultivation Partners, LLC",Whately,MA,1373,42.443291,-72.623409,62 Christian Lane,,Whately,MA,1373,POINT (-72.573941 42.587072),POINT (-72.623408 42.4432910),17 Corporate Plaza Drive,Suite 200,NEWPORT BEACH,CA,92660,87-4107452,MCN282087,Wed Jan 19 2022 11:19:56 GMT-0500 (Eastern Standard Time),Wed Sep 21 2022 10:49:25 GMT-0400 (Eastern Daylight Time),Fri Jan 21 2022 14:25:35 GMT-0500 (Eastern Standard Time),,,no,,,,,,,,,Not a DBE,Indoor,"Tier 11: 90,001 to 100,000 sq. ft",,,,,,,,,,,,,Wed Apr 10 2019 16:56:33 GMT-0400 (Eastern Daylight Time),Wed Nov 16 2022 09:27:16 GMT-0500 (Eastern Standard Time),Thu Feb 09 2023 13:28:55 GMT-0500 (Eastern Standard Time),,,,2/21/23,62 Christian Ln,N/A,Franklin County,2000,,1373,South Deerfield,Franklin,42.587072,-72.573941,,157
Marijuana Product Manufacturer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,APPROVED,COMPLETE,MP281541,"Deerfield Naturals, Inc.",Deerfield,MA,1373,42.472404,-72.612706,10 Greenfield Road,,South Deerfield,MA,1373,POINT (-72.573941 42.587072),POINT (-72.612706 42.4724039),10 Greenfield Road,,South Deerfield,MA,1373,83-1965882,MPN281541,Tue Jul 16 2019 17:55:46 GMT-0400 (Eastern Daylight Time),Thu Mar 05 2020 15:18:07 GMT-0500 (Eastern Standard Time),Wed Jan 29 2020 00:00:00 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,Fri Nov 23 2018 17:19:36 GMT-0500 (Eastern Standard Time),Fri Mar 27 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 14:45:37 GMT-0400 (Eastern Daylight Time),Thu Sep 15 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 15 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,10 Greenfield Rd,N/A,Franklin County,300,10000,1373,South Deerfield,Franklin,42.587072,-72.573941,,157
Marijuana Cultivator,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,APPROVED,COMPLETE,MC283692,SunnyDayz Inc.,Deerfield,MA,1373,42.502731,-72.608123,55 Locust Street,,Lynn,MA,1904,POINT (-72.573941 42.587072),POINT (-72.608123 42.5027309),55 Locust St.,,Lynn,MA,1904,87-2590830,MCN283692,Tue Apr 12 2022 12:38:32 GMT-0400 (Eastern Daylight Time),Thu Jul 28 2022 11:55:49 GMT-0400 (Eastern Daylight Time),Thu Apr 21 2022 14:01:20 GMT-0400 (Eastern Daylight Time),Thu Oct 20 2022 08:41:14 GMT-0400 (Eastern Daylight Time),,no,,,,,,,,,Not a DBE,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,,,,,,,,,,,Sat Feb 05 2022 10:13:45 GMT-0500 (Eastern Standard Time),Fri Aug 12 2022 09:07:23 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 16:19:02 GMT-0400 (Eastern Daylight Time),Thu Oct 20 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Oct 20 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,,Lot 150-7 and Lot 159-14  total of 28 acres,Franklin County,400,2500,1373,South Deerfield,Franklin,42.587072,-72.573941,,157
Marijuana Cultivator,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,APPROVED,COMPLETE,MC281426,"Deerfield Naturals, Inc.",Deerfield,MA,1373,42.472404,-72.612706,10 Greenfield Road,,South Deerfield,MA,1373,POINT (-72.573941 42.587072),POINT (-72.612706 42.4724039),10 Greenfield Road,,South Deerfield,MA,1373,83-1965882,MCN281426,Tue Jul 16 2019 17:50:35 GMT-0400 (Eastern Daylight Time),Thu Mar 05 2020 15:16:43 GMT-0500 (Eastern Standard Time),Thu Jan 23 2020 00:00:00 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,Not a DBE,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,,,,,,,,,,,,Sat May 12 2018 08:51:40 GMT-0400 (Eastern Daylight Time),Fri Mar 27 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 14:44:51 GMT-0400 (Eastern Daylight Time),Thu Sep 15 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 15 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,10 Greenfield Rd,N/A,Franklin County,600,5000,1373,South Deerfield,Franklin,42.587072,-72.573941,,157
Marijuana Cultivator,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,APPROVED,COMPLETE,MC283451,"Canna Select Holdings, LLC",Whately,MA,1373,42.56775,-72.299731,23 LaSalle Drive,,Whately,MA,1373,POINT (-72.573941 42.587072),POINT (-72.299730 42.5677499),PO Box 163,,Hinsdale,MA,1235,86-1622265,MCN283451,Wed Apr 07 2021 13:20:31 GMT-0400 (Eastern Daylight Time),Fri Apr 30 2021 14:40:24 GMT-0400 (Eastern Daylight Time),Mon Apr 12 2021 13:45:30 GMT-0400 (Eastern Daylight Time),Sun Jul 25 2021 11:09:10 GMT-0400 (Eastern Daylight Time),,no,,,,,,,,,Not a DBE,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,,,,,,,,,,,,Wed Mar 24 2021 19:17:38 GMT-0400 (Eastern Daylight Time),Fri May 07 2021 11:46:41 GMT-0400 (Eastern Daylight Time),Thu Jul 15 2021 16:32:52 GMT-0400 (Eastern Daylight Time),Thu Jun 09 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Jul 25 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,50 R W Moore Ave,N/A,Franklin County,600,5000,1373,South Deerfield,Franklin,42.587072,-72.573941,,157
Marijuana Retailer,General Applicant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,APPROVED,PAYMENT_PENDING,MR281621,Debilitating Medical Condition Treatment Centers,Whately,MA,1373,42.470101,-72.614047,7 River Rd,,Whately,MA,1093,POINT (-72.573941 42.587072),POINT (-72.614046 42.470101),7 RIver Rd,,Whately,MA,1093,46-3448063,MRN281621,Fri Feb 04 2022 15:06:02 GMT-0500 (Eastern Standard Time),Fri Jul 22 2022 13:42:11 GMT-0400 (Eastern Daylight Time),Wed Feb 16 2022 12:56:04 GMT-0500 (Eastern Standard Time),,TRUE,,,,,,,APPROVED,RP201977,RP201977,Not a DBE,,,,,,,,,,,,,,,Wed Jun 20 2018 11:31:51 GMT-0400 (Eastern Daylight Time),Mon Aug 08 2022 10:23:07 GMT-0400 (Eastern Daylight Time),Thu Nov 10 2022 12:39:35 GMT-0500 (Eastern Standard Time),,,,2/21/23,424 State Rd,N/A,Franklin County,1500,,1373,South Deerfield,Franklin,42.587072,-72.573941,,157
Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,APPROVED,COMPLETE,MR281929,"Deerfield Naturals, Inc.",Deerfield,MA,1373,42.472404,-72.612706,10 Greenfield Road,,South Deerfield,MA,1373,POINT (-72.573941 42.587072),POINT (-72.612706 42.4724039),10 Greenfield Road,,South Deerfield,MA,1373,83-1965882,MRN281929,Tue Jul 16 2019 18:05:42 GMT-0400 (Eastern Daylight Time),Thu Mar 05 2020 15:19:17 GMT-0500 (Eastern Standard Time),Wed Jan 29 2020 00:00:00 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,Thu Sep 27 2018 10:21:34 GMT-0400 (Eastern Daylight Time),Fri Mar 27 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 14:46:25 GMT-0400 (Eastern Daylight Time),Thu Sep 15 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 15 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,10 Greenfield Rd,N/A,Franklin County,300,10000,1373,South Deerfield,Franklin,42.587072,-72.573941,,157
Marijuana Retailer,Expedited Review - DBE Status,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,APPROVED,COMPLETE,MR282868,Shine Diamond LLC,Whately,MA,1373,42.426816,-72.622354,85 State Rd,,Whately,MA,1373,POINT (-72.573941 42.587072),POINT (-72.622354 42.4268160),85 State Rd,,Whately,MA,1373,81-3617795,MRN282868,Mon Aug 05 2019 11:37:11 GMT-0400 (Eastern Daylight Time),Tue Aug 04 2020 11:46:56 GMT-0400 (Eastern Daylight Time),Wed Jan 29 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Sep 10 2020 13:44:26 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,Woman-Owned Business,,,,,,,,,,,,,,,Tue Jul 16 2019 19:27:18 GMT-0400 (Eastern Daylight Time),Thu Aug 06 2020 10:36:31 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:36:05 GMT-0400 (Eastern Daylight Time),Thu Mar 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Fri Mar 10 2023 03:00:00 GMT-0500 (Eastern Standard Time),,2/21/23,85 State Rd,N/A,Franklin County,300,10000,1373,South Deerfield,Franklin,42.587072,-72.573941,,157
Marijuana Cultivator,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,APPROVED,COMPLETE,MC282250,"NAP ADVISORS, LLC",Whately,MA,1373,42.443291,-72.623409,62 Christian Lane,,Whately,MA,1373,POINT (-72.573941 42.587072),POINT (-72.623408 42.4432910),"44 School Street, Suite 325",,Boston,MA,2108,84-2341681,MCN282250,Mon Dec 09 2019 01:51:46 GMT-0500 (Eastern Standard Time),Tue Apr 14 2020 21:17:36 GMT-0400 (Eastern Daylight Time),Fri Mar 13 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Mon Jan 04 2021 20:21:16 GMT-0500 (Eastern Standard Time),,,,,,,,,,,Not a DBE,Indoor,"Tier 11: 90,001 to 100,000 sq. ft",,,,,,,,,,,,,Sat Jun 29 2019 18:39:16 GMT-0400 (Eastern Daylight Time),Tue Jul 07 2020 11:48:52 GMT-0400 (Eastern Daylight Time),Thu Oct 08 2020 14:39:04 GMT-0400 (Eastern Daylight Time),Mon Jan 04 2021 03:00:00 GMT-0500 (Eastern Standard Time),Tue Jan 04 2022 03:00:00 GMT-0500 (Eastern Standard Time),,2/21/23,62 Christian Ln,N/A,Franklin County,2000,50000,1373,South Deerfield,Franklin,42.587072,-72.573941,,157
Marijuana Retailer,General Applicant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,APPROVED,PAYMENT_PENDING,MR284257,"Gracious Greens, LLC",Sunderland,MA,1375,42.452296,-72.564425,267 Amherst Road,,Sunderland,MA,1375,POINT (-72.573941 42.587072),POINT (-72.564425 42.4522959),208 Howard St,,Lunenburg,MA,1462,86-2163161,MRN284257,Wed May 25 2022 21:26:22 GMT-0400 (Eastern Daylight Time),Thu Sep 22 2022 17:37:52 GMT-0400 (Eastern Daylight Time),Wed Jun 08 2022 14:59:05 GMT-0400 (Eastern Daylight Time),,,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,Fri May 21 2021 11:11:16 GMT-0400 (Eastern Daylight Time),Fri Dec 02 2022 14:42:05 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 13:09:46 GMT-0500 (Eastern Standard Time),,,,2/21/23,267 Amherst Rd,N/A,Franklin County,1500,,1375,Sunderland,Franklin,42.587072,-72.573941,Western MA,158
Marijuana Product Manufacturer,General Applicant,COMMENCE OPS,COMMENCE OPS,3/9/20,APPROVED,COMPLETE,MP281302,"253 Organic, LLC",Montague,MA,1376,42.59029,-72.527306,253 Miller Falls Road,,Turners Falls,MA,1376,POINT (-72.573941 42.587072),POINT (-72.527305 42.5902900),c/o The Wagner Law Group,"99 Summer Street, 13th floor",Boston,MA,2110,82-4664662,MPN281302,Fri Jun 01 2018 00:35:59 GMT-0400 (Eastern Daylight Time),Thu Sep 06 2018 17:00:24 GMT-0400 (Eastern Daylight Time),Tue Aug 14 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Oct 18 2018 14:54:27 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,Thu Nov 07 2019 03:00:00 GMT-0500 (Eastern Standard Time),Tue Apr 17 2018 19:12:57 GMT-0400 (Eastern Daylight Time),Tue Sep 11 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Oct 04 2018 15:25:00 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Oct 25 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,253 Millers Falls Rd,P.O. Box 253,Franklin County,300,5000,1376,Turners Falls,Franklin,42.587072,-72.573941,,159
Marijuana Cultivator,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,APPROVED,COMPLETE,MC283122,"Flower Power Growers, Inc.",Montague,MA,1376,42.601786,-72.519166,180 Industrial Blvd.,,Turners Falls,MA,1376,POINT (-72.573941 42.587072),POINT (-72.519165 42.6017859),180 Industrial Blvd.,,Turners Falls,MA,1376,85-3419223,MCN283122,Thu Jan 14 2021 15:00:37 GMT-0500 (Eastern Standard Time),Mon Feb 01 2021 11:16:36 GMT-0500 (Eastern Standard Time),Thu Jan 21 2021 09:16:48 GMT-0500 (Eastern Standard Time),,,no,,,,,,,,,Not a DBE,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,,,,,,,,,,,,Fri Oct 16 2020 14:29:43 GMT-0400 (Eastern Daylight Time),Fri Feb 19 2021 12:37:08 GMT-0500 (Eastern Standard Time),Fri Apr 16 2021 13:53:08 GMT-0400 (Eastern Daylight Time),Thu Jun 09 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 06 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,180 Industrial Blvd,Town of Turner's Falls (not listed in City drop down menu),Franklin County,600,5000,1376,Turners Falls,Franklin,42.587072,-72.573941,,159
Marijuana Cultivator,General Applicant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,APPROVED,PAYMENT_PENDING,MC283450,"Hydro Flower, LLC",Montague,MA,1376,42.608561,-72.560076,36 Canal Road,,Turners Falls,MA,1376,POINT (-72.573941 42.587072),POINT (-72.560075 42.6085610),36 Canal Road,,Turners Falls,MA,1376,86-2179786,MCN283450,Wed Mar 31 2021 16:18:22 GMT-0400 (Eastern Daylight Time),Tue Apr 13 2021 06:50:56 GMT-0400 (Eastern Daylight Time),Thu Apr 08 2021 11:59:08 GMT-0400 (Eastern Daylight Time),,,no,,,,,,,,,Not a DBE,Indoor,"Tier 05: 30,001 to 40,000 sq. ft",,,,,,,,,,,,,Wed Mar 24 2021 13:17:30 GMT-0400 (Eastern Daylight Time),Fri Apr 30 2021 09:31:45 GMT-0400 (Eastern Daylight Time),Tue Jun 22 2021 11:03:37 GMT-0400 (Eastern Daylight Time),,,,2/21/23,36 Canal St,N/A,Franklin County,2000,,1376,Turners Falls,Franklin,42.587072,-72.573941,,159
Marijuana Product Manufacturer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,APPROVED,COMPLETE,MP281983,Flower Power Growers Inc.,Montague,MA,1376,42.601786,-72.519166,180 Industrial Blvd.,,Turner Falls,MA,1376,POINT (-72.573941 42.587072),POINT (-72.519165 42.6017859),180 Industrial Blvd.,,Turner Falls,MA,1376,85-3419223,MPN281983,Thu Jan 14 2021 15:05:28 GMT-0500 (Eastern Standard Time),Mon Feb 01 2021 11:19:25 GMT-0500 (Eastern Standard Time),Thu Jan 21 2021 09:16:12 GMT-0500 (Eastern Standard Time),,,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,Wed Dec 02 2020 14:44:45 GMT-0500 (Eastern Standard Time),Fri Feb 19 2021 12:37:25 GMT-0500 (Eastern Standard Time),Fri Apr 16 2021 13:53:27 GMT-0400 (Eastern Daylight Time),Thu Jun 09 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 06 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,180 Industrial Blvd,Town of Turner's Falls (not listed in City drop down menu),Franklin County,1500,10000,1376,Turners Falls,Franklin,42.587072,-72.573941,,159
Marijuana Product Manufacturer,General Applicant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,APPROVED,PAYMENT_PENDING,MP282060,"Hydro Flower, LLC",Montague,MA,1376,42.608903,-72.560621,36 Canal Road,,Turners Falls,MA,1376,POINT (-72.573941 42.587072),POINT (-72.560620 42.6089029),36 Canal Raod,,Turners Falls,MA,1376,86-2179786,MPN282060,Wed Mar 31 2021 16:23:34 GMT-0400 (Eastern Daylight Time),Tue Apr 13 2021 06:58:33 GMT-0400 (Eastern Daylight Time),Thu Apr 08 2021 11:58:49 GMT-0400 (Eastern Daylight Time),,,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,,Fri Mar 26 2021 08:31:07 GMT-0400 (Eastern Daylight Time),Fri Apr 30 2021 09:32:06 GMT-0400 (Eastern Daylight Time),Tue Jun 22 2021 11:04:09 GMT-0400 (Eastern Daylight Time),,,,2/21/23,36 Canal Rd,N/A,Franklin County,1500,,1376,Turners Falls,Franklin,42.587072,-72.573941,,159
Marijuana Cultivator,General Applicant,COMMENCE OPS,COMMENCE OPS,3/9/20,APPROVED,COMPLETE,MC281258,"253 Organic, LLC",Montague,MA,1376,42.59029,-72.527306,253 Millers Falls Road,,Turners Falls,MA,1376,POINT (-72.573941 42.587072),POINT (-72.527305 42.5902900),c/o The Wagner Law Group,"99 Summer Street, 13th floor",Boston,MA,2110,82-4664662,MCN281258,Tue May 01 2018 09:08:27 GMT-0400 (Eastern Daylight Time),Thu Sep 06 2018 16:59:35 GMT-0400 (Eastern Daylight Time),Tue Jul 31 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Oct 18 2018 14:45:49 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,Not a DBE,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,,,,,,,,,,,Thu Nov 07 2019 03:00:00 GMT-0500 (Eastern Standard Time),Tue Apr 17 2018 17:19:13 GMT-0400 (Eastern Daylight Time),Tue Sep 11 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Oct 04 2018 15:22:03 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Oct 25 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,253 Millers Falls Rd,P.O. Box 253,Franklin County,600,7500,1376,Turners Falls,Franklin,42.587072,-72.573941,,159
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,8/29/19,APPROVED,COMPLETE,MR281245,"253 Organic, LLC",Montague,MA,1376,42.59029,-72.527306,253 Millers Falls Road,,Turners Fall,MA,1376,POINT (-72.573941 42.587072),POINT (-72.527305 42.5902900),c/o The Wagner Law Group,99 Summer Street,Boston,MA,2110,82-4664662,MRN281245,Fri Jun 01 2018 00:36:30 GMT-0400 (Eastern Daylight Time),Thu Sep 06 2018 17:00:52 GMT-0400 (Eastern Daylight Time),Tue Aug 14 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Oct 18 2018 14:58:38 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,Not a DBE,,,,,,,,,,,,,,Thu Aug 08 2019 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Apr 17 2018 12:09:14 GMT-0400 (Eastern Daylight Time),Tue Sep 11 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Oct 04 2018 15:25:56 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Oct 25 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,253 Millers Falls Rd,P.O. Box 253,Franklin County,300,5000,1376,Turners Falls,Franklin,42.587072,-72.573941,,159
Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,3/9/20,APPROVED,COMPLETE,MR282131,Caregiver-Patient Connection LLC,Fitchburg,MA,1420,42.585674,-71.772254,371 Lunenburg St,,Fitchburg,MA,1420,POINT (-71.840209 42.329642),POINT (-71.772254 42.5856739),"910 Boston Post Rd., Ste.#910",,Marlboro,MA,1752,83-3954417,MRN282131,Tue Jan 08 2019 13:03:41 GMT-0500 (Eastern Standard Time),Fri Feb 15 2019 15:32:51 GMT-0500 (Eastern Standard Time),Wed Jan 23 2019 00:00:00 GMT-0500 (Eastern Standard Time),Wed Jul 31 2019 14:13:23 GMT-0400 (Eastern Daylight Time),TRUE,,,,,,,APPROVED,RP201819,RPA201819,Woman-Owned Business,,,,,,,,,,,,,,Thu Feb 06 2020 03:00:00 GMT-0500 (Eastern Standard Time),Wed Dec 05 2018 11:57:50 GMT-0500 (Eastern Standard Time),Wed Mar 13 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu May 16 2019 13:27:57 GMT-0400 (Eastern Daylight Time),Fri Sep 16 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 01 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,371 Lunenburg St,N/A,Worcester County,300,5000,1420,Fitchburg,Worcester,42.329642,-71.840209,Central MA,163
Marijuana Cultivator,Priority Review - MTC Priority,FINAL LICENSE,FINAL LICENSE,,APPROVED,COMPLETE,MC281884,NS AJO Holdings Inc.,Fitchburg,MA,1420,42.551507,-71.847296,67 Dana Street,Unit 1,Cambridge,MA,2138,POINT (-71.840209 42.329642),POINT (-71.847296 42.5515070),67 Dana Street,Unit 1,Cambridge,MA,2138,85-5166002,MCN281884,Tue Feb 26 2019 17:59:22 GMT-0500 (Eastern Standard Time),Sat Dec 14 2019 16:34:31 GMT-0500 (Eastern Standard Time),Wed Mar 06 2019 00:00:00 GMT-0500 (Eastern Standard Time),Mon May 25 2020 20:44:13 GMT-0400 (Eastern Daylight Time),TRUE,,,,,,,APPROVED,RP201991,RPA201991,Not a DBE,Indoor,"Tier 04: 20,001 to 30,000 sq. ft",,,,,,,,,,,,Thu Sep 10 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Dec 29 2018 16:08:33 GMT-0500 (Eastern Standard Time),Mon Dec 16 2019 00:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 05 2020 12:22:12 GMT-0500 (Eastern Standard Time),Thu May 12 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Thu May 25 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,20 Authority Dr,N/A,Worcester County,600,20000,1420,Fitchburg,Worcester,42.329642,-71.840209,Central MA,163
Marijuana Product Manufacturer,Priority Review - MTC Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,APPROVED,COMPLETE,MP281564,NS AJO Holdings Inc.,Fitchburg,MA,1420,42.551507,-71.847296,67 Dana Street,Unit 1,Cambridge,MA,2138,POINT (-71.840209 42.329642),POINT (-71.847296 42.5515070),67 Dana Street,Unit 1,Cambridge,MA,2138,85-5166002,MPN281564,Tue Feb 26 2019 17:59:53 GMT-0500 (Eastern Standard Time),Tue Dec 24 2019 09:15:24 GMT-0500 (Eastern Standard Time),Wed Mar 06 2019 00:00:00 GMT-0500 (Eastern Standard Time),Mon May 25 2020 20:48:06 GMT-0400 (Eastern Daylight Time),TRUE,,,,,,,APPROVED,RP201991,RPA201991,Not a DBE,,,,,,,,,,,,,,,Sat Dec 29 2018 16:11:04 GMT-0500 (Eastern Standard Time),Wed Jan 15 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 05 2020 12:22:28 GMT-0500 (Eastern Standard Time),Thu May 12 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Thu May 25 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,20 Authority Dr,N/A,Worcester County,300,10000,1420,Fitchburg,Worcester,42.329642,-71.840209,Central MA,163
Marijuana Retailer,General Applicant,COMMENCE OPS,COMMENCE OPS,12/23/22,APPROVED,COMPLETE,MR284280,"Green Meadows Farm, LLC",Fitchburg,MA,1420,42.555184,-71.785184,50 Whalon Street,Suite C,Fitchburg,MA,1420,POINT (-71.840209 42.329642),POINT (-71.785184 42.5551839),P.O. Box  829,,Southbridge,MA,1550,61-1897653,MRN284280,Thu Aug 05 2021 22:56:33 GMT-0400 (Eastern Daylight Time),Mon May 23 2022 13:15:45 GMT-0400 (Eastern Daylight Time),Wed Sep 15 2021 11:44:52 GMT-0400 (Eastern Daylight Time),Fri Aug 12 2022 12:30:43 GMT-0400 (Eastern Daylight Time),,no,,,,,,,,,Not a DBE,,,,,,,,,,,,,,Thu Nov 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sun Jun 13 2021 16:16:13 GMT-0400 (Eastern Daylight Time),Fri Mar 18 2022 15:40:09 GMT-0400 (Eastern Daylight Time),Thu Jun 09 2022 12:50:37 GMT-0400 (Eastern Daylight Time),Fri Aug 12 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Aug 12 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,2/21/23,50 Whalon St,Suite C,Worcester County,1500,10000,1420,Fitchburg,Worcester,42.329642,-71.840209,Central MA,163
